,0,1
0,1606807800.0,0.9896278099751533
1,1606894200.0,0.5008663902744375
2,1606980600.0,0.5760405676808574
3,1607067000.0,0.1494752380304688
4,1607153400.0,0.013492505950132516
5,1607239800.0,0.9917753165460311
6,1607326200.0,0.4724145342391153
7,1607412600.0,0.7180934234632893
8,1607499000.0,0.5266088443205407
9,1607585400.0,0.4940792930157717
10,1607671800.0,0.7262777772242258
11,1607758200.0,0.44687868899396865
12,1607844600.0,0.61456889827202
13,1607931000.0,0.1630216645825422
14,1608017400.0,0.3984261313043028
15,1608103800.0,0.10734849502221999
16,1608190200.0,0.8820093188674776
17,1608276600.0,0.3962028356030822
18,1608363000.0,0.9087685077945721
19,1608449400.0,0.16760324546481542
20,1608535800.0,0.7559233925243884
21,1608622200.0,0.13988495283627334
22,1608708600.0,0.23938452780474473
23,1608795000.0,0.5941319160070841
24,1608881400.0,0.43421534119998284
25,1608967800.0,0.04324880681169807
26,1609054200.0,0.995755145888871
27,1609140600.0,0.3174715464342951
28,1609227000.0,0.9106736881059423
29,1609313400.0,0.6764701720032316
30,1609399800.0,0.010024873008384172
31,1609486200.0,0.04715135882361565
32,1609572600.0,0.7163420092704411
33,1609659000.0,0.28813173502551337
34,1609745400.0,0.7973725097841832
35,1609831800.0,0.8304702647826172
36,1609918200.0,0.379481241707852
37,1610004600.0,0.8447022996282326
38,1610091000.0,0.3327237350857787
39,1610177400.0,0.05037627196299366
40,1610263800.0,0.6153096770784439
41,1610350200.0,0.7762000904004405
42,1610436600.0,0.5655588880284459
43,1610523000.0,0.9736127244565568
44,1610609400.0,0.5125113868715395
45,1610695800.0,0.9331571783168605
46,1610782200.0,0.41201266595478825
47,1610868600.0,0.858417597910129
48,1610955000.0,0.7174448417723741
49,1611041400.0,0.00940506519942863
50,1611127800.0,0.4498462398626468
51,1611214200.0,0.2294945311536125
52,1611300600.0,0.5226595819382632
53,1611387000.0,0.5438937118097777
54,1611473400.0,0.42520330595093836
55,1611559800.0,0.9529507186778803
56,1611646200.0,0.8537909038343994
57,1611732600.0,0.361599807702773
58,1611819000.0,0.5118311054113429
59,1611905400.0,0.2460802757401812
60,1611991800.0,0.5787772569218684
61,1612078200.0,0.36941169873151547
62,1612164600.0,0.33256497914213323
